latest_post_id,Friend_count,Follower_count,Following_count,cover_photo_text,cover_photo,profile_picture,id,Name,Work,Education,Places lived,Contact info,Basic info,Relationship,About,Life events,Favorite quotes
10114488123620921,,119182730,,Cover Photo: 'Updated with 2 billion people. The world is a little brighter now.',https://scontent.fdac22-1.fna.fbcdn.net/v/t31.18172-8/19575079_10103832396388711_8894816584589808440_o.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=109&ccb=1-7&_nc_sid=dd9801&efg=eyJpIjoidCJ9&_nc_ohc=KypL3s4gET0AX_rtkV7&_nc_ht=scontent.fdac22-1.fna&oh=00_AT8BW_ADmWlb8mVRasxy4bQEcylLMHvx1ylIVcGP7TQxbw&oe=62B2DEFD&manual_redirect=1,https://scontent.fdac22-1.fna.fbcdn.net/v/t1.6435-9/79515135_10111007623880301_5111576226921709568_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=1&ccb=1-7&_nc_sid=85a577&efg=eyJpIjoidCJ9&_nc_ohc=UBWSmFBGiT8AX_8iT-g&_nc_ht=scontent.fdac22-1.fna&oh=00_AT8dMO6lA6NBzMGN_2gCgLLnQ8W-CUgxQMXOK76Aqm96rg&oe=62B3A756&manual_redirect=1,4,Mark Zuckerberg,"Chan Zuckerberg Initiative
December 1, 2015 - Present
Meta
Founder and CEO
February 4, 2004 - Present
Palo Alto, California
Bringing the world closer together.","Harvard University
Computer Science and Psychology
August 30, 2002 - April 30, 2004
Phillips Exeter Academy
Classics
Class of 2002
Ardsley High School
High school
September 1998 - June 2000","[{'link': '/profile.php?id=104022926303756', 'text': 'Palo Alto, California', 'type': 'Current City'}, {'link': '/profile.php?id=105506396148790', 'text': 'Dobbs Ferry, New York', 'type': 'Hometown'}]","/zuck
Facebook","May 14, 1984
Birthday
Male
Gender
English language and Mandarin Chinese
Languages","{'to': 'Priscilla Chan', 'type': 'Married', 'since': 'Since May 19, 2012'}",I'm trying to make the world a more open place.,"2017
August Was Born
Harvard Degree
2015
Started New Job at Chan Zuckerberg Initiative
Max Was Born
2012
Married Priscilla Chan
2011
Became a Vegetarian
2010
Started Learning Mandarin Chinese
2009
Wore a Tie for a Whole Year
2006
Launched News Feed
2004
Launched the Wall
Started New Job at Meta
Left Harvard University
2002
Started School at Harvard University
Graduated from Phillips Exeter Academy
2000
Started School at Phillips Exeter Academy
Left Ardsley High School
1998
Started School at Ardsley High School","""Fortune favors the bold.""
- Virgil, Aeneid X.284

""All children are artists. The problem is how to remain an artist once you grow up.""
- Pablo Picasso

""Make things as simple as possible but no simpler.""
- Albert Einstein"
